作品,作品积分,年,月
位面最强种植大师,17525316,2018,9
伥鬼饲虎指南[修真],29663132,2018,4
伊尔迷的海贼王之路,6659672,2018,1
在线教Boss,27984194,2018,4
不要说话,24160908,2018,10
全天下都崇拜我［重生］,21850078,2018,11
放开那个和尚，让我来,48413048,2018,7
撩不过就得受,26005790,2018,4
（穿书）男主是我未婚夫,16415706,2018,11
我的徒弟是主角[穿书],20393110,2018,11
师妹们逼我含泪做攻,23378146,2018,5
你是概率百分百,28736084,2018,7
目标是天庭首富,25035882,2018,10
【综】随心所欲,6616724,2018,2
佛系少年的科举路,16431233,2018,2
[综英美]迷弟的自我修养,29206592,2018,3
刺棘,32129220,2018,8
我一哭就赢了[修真],28976082,2018,6
我，承欢，颜下！,23443824,2018,3
给boss递小裙子,21294374,2018,9
剑仙行,22353354,2018,6
东风之眠,46100460,2018,5
公主千千岁（重生）,22445382,2018,12
重生之一日师徒百日恩,26893784,2018,1
零号游戏,33685344,2018,9
花发洛阳,34477904,2018,7
[同人]我家大师兄脑子有坑,19718128,2018,4
废物同居,32224750,2018,7
平凡的我就是不死,30047764,2018,12
惊！游戏情缘竟然是我同桌,24507200,2018,8
王女攻略纪实,22477248,2018,2
[综]幽灵宫主成了小白花,18184190,2018,7
不想做O的B不是好A,24631282,2018,8
皇后又美又毒,20451346,2018,7
琅琊榜+无心法师同人旌绮,9648325,2018,3
当反派变回毛绒绒[重生],17029202,2018,9
本攻有八次变身,22801844,2018,8
论魔君修佛的可行性,14383332,2018,6
你必须爱我！,18901358,2018,2
霸刀的异世界攻略,20019988,2018,6
我的剑飞升了,23490536,2018,12
玄学大师马甲不好穿,18715762,2018,7
养个魔尊不容易[修真],20049700,2018,4
香蜜沉沉之许你长长久久,4712848,2018,9
一闹绯闻就搞事[娱乐圈],36604296,2018,1
笼中藏娇[快穿],19606528,2018,12
我的租客都失踪了,28377338,2018,8
妖孽撩人[重生],29593048,2018,2
天成荣华,31400892,2018,6
重生以后剑碎了,20952882,2018,8
反派为我尽折腰,19096538,2018,12
香蜜沉沉之甜如蜜糖,15415629,2018,9
花下,20385996,2018,11
老攻开车贼六[快穿],21049666,2018,8
承君情,22424218,2018,5
全星际都知道上将想追我,17396866,2018,11
和冥界老大绑定的日子,13653954,2018,9
总裁的女装天师,17167924,2018,4
请主角和师尊分手[穿书],23640794,2018,8
谨遵您的命令,46071524,2018,5
丑鬼,26645580,2018,6
主角总是撩反派[穿书],23602646,2018,7
斗罗大陆之影帝重生小舞身[性转],5701624,2018,6
道长总想吃人参（重生）,37699836,2018,3
山河旧,27085542,2018,6
上将夫夫又在互相装怂[星际],14124530,2018,12
有个恋爱和你谈,24677502,2018,7
太子万岁,45522524,2018,1
那个灭世的混沌神,20329086,2018,3
败家网红是怎样炼成的,23437594,2018,4
被男神骗进战队后[电竞],33827596,2018,7
你快退群吧[娱乐圈],29500766,2018,4
邪骨,26256554,2018,5
[穿书]反派求生录,6725933,2018,5
如何与哈士奇谈一场佛系恋爱,23306384,2018,1
斗罗大陆之夏侯靖,11966643,2018,11
HP另类征服,26315050,2018,1
【汉尼拔】育儿手册,6799083,2018,6
我就看上自己了,21858038,2018,7
启明星,22220660,2018,1
魔尊今天也在攻略徒弟,18322740,2018,7
去冰七分甜,21425972,2018,2
霍先生他不找替身,25362336,2018,6
专治邪魔外道[重生],28593240,2018,7
[综]我男友是神雕,20661880,2018,3
三界婚介所,19501866,2018,9
重生豪门渡劫,20663868,2018,8
太子通缉令,25125120,2018,7
鬼一副见了我的样子,18058058,2018,8
拿错剧本的救世主,37983764,2018,4
野兽与小纯情,22179486,2018,8
总跟说好的不一样,39745544,2018,4
[全职]荣耀女神和荣耀之神,9608871,2018,7
简若的敛财人生[重生],20401862,2018,10
白眼郎,16636086,2018,10
"我家狗子,专业打脸",16383690,2018,12
仙帝，你人设崩了,20089866,2018,8
这个公主我罩了,24255664,2018,9
犯罪现场总有我路过,17109986,2018,9
星之门佣兵所,20275794,2018,3
论如何正确养成铲屎官(快穿),15564798,2018,2
逆袭式修仙,30291764,2018,10
佳公子,24610344,2018,6
818学校那对鬼见愁CP,17561790,2018,10
快穿之求生攻略,19335884,2018,7
坏人改造计划,28287258,2018,5
少将归来[星际],16163441,2018,12
总监今天弯了吗,11676339,2018,2
快穿炮灰的人生赢家路,14999867,2018,8
逆袭不如做梦[快穿],17545660,2018,5
惧内将军不早朝（重生）,38393720,2018,5
被boss特殊照顾的日子,19031512,2018,6
帝国迟早要完,23582624,2018,12
道尊返老还童以后,19242550,2018,7
虚受实攻,16073149,2018,10
王爷在上,18002958,2018,8
我的真爱是科学狂魔,20963018,2018,12
[火影]这个火影有毛病,9251757,2018,7
公主才是真绝色,15378353,2018,9
暗恋,19164974,2018,7
文豪野犬 现男友,9677506,2018,6
13号治疗星球,29318924,2018,5
流年新时（小时代同人）,27019894,2018,2
玉灵的星际生活[星际],18654950,2018,7
性感总裁，在线破产,18983606,2018,9
重生之制卡暴发户,23069110,2018,3
万人迷是幸运美人鱼[快穿],15394030,2018,8
心魔成长记事,23649326,2018,3
我辅助贼溜［电竞］,14256169,2018,12
【镇魂】白宇,3888242,2018,7
综金木：我的东京果然有问题,7417833,2018,1
偏执狂的情诗[快穿],20874900,2018,7
[巍澜]剧版镇魂之外力作用,14747652,2018,8
异世修真之林右,22692080,2018,4
[修真]天选之人,15426933,2018,2
[综]千手纪事,5947089,2018,5
朕被逼婚后，娶了朝廷钦犯,18416784,2018,5
影入人生[娱乐圈],26988392,2018,2
我真不是琵琶精[娱乐圈],35305480,2018,6
小祖宗，跟我成亲,28663412,2018,6
宫主和掌门都失忆了,24732714,2018,5
[综英美]黑白无常,4446383,2018,8
b站拯救世界,7950494,2018,11
【全职/恋与】叶修x白起 等你在风里,9952251,2018,2
［蜘蛛侠］今天也对荷兰弟充满爱意,5408084,2018,5
这个歌手有点野[娱乐圈],26748860,2018,7
被喵系统绑定后[娱乐圈],19871136,2018,8
公子传令,22290762,2018,6
百鬼鉴,17045630,2018,11
道长弯否？,36505752,2018,8
上河图,18386168,2018,12
猫狗婚后日常,18661980,2018,7
[HP]故事与新生,44759304,2018,3
[第五人格]杰克不吃糖,10486331,2018,4
一言不合就喜当爹,14599816,2018,5
皇叔莫矜持（重生）,26877084,2018,8
（综同人）逆命,9040725,2018,1
教科书式打脸[快穿],14655353,2018,11
【偶像练习生】我是乾崎，我是王,3669250,2018,4
平安京记事,17742950,2018,1
我开鬼屋那些年,18006796,2018,8
学霸每天都在告白[重生],20135364,2018,9
支配型人格研究报告,17774768,2018,9
星河[校园],18461090,2018,3
两只作者被和谐词影响之后,19356868,2018,2
对A，要不起,16748303,2018,12
来自洪荒的非人类男友,16851824,2018,1
人类的本质是复读机,44182684,2018,9
[龙族]海皇,16014903,2018,2
[综英美]你好，我是赠品,13814083,2018,7
我成了男主的金手指,15781397,2018,11
不敢与君绝[汉武快穿],29215124,2018,4
阳寿将尽请及时充值,13018103,2018,12
仙门弟子撩一撩,18348346,2018,1
吸猫拯救世界[克苏鲁],24960570,2018,2
落魄总裁追妻记[GL],19726522,2018,3
我的NO.1先生,20343576,2018,9
成为二次元英雄,43165120,2018,5
寻宝杂货铺,17135242,2018,1
修仙培训学校,20300130,2018,2
帝国醒魂师 [星际],14176054,2018,8
老攻今天又失忆了,15657692,2018,9
（末世）捉鬼师的红包群,14433610,2018,7
耽美女炮灰求生指南,23187746,2018,8
掉进他的陷阱,9841184,2018,5
最强战斗师[穿越],12906521,2018,5
皇上，今天尬戏吗[娱乐圈],26187478,2018,5
（我英）黑久在哪里,4570345,2018,9
陛下也被逼婚,21863126,2018,4
我是至高无上的神[快穿],16796938,2018,7
修真界大佬要圈粉[娱乐圈],19502064,2018,7
长生[综英美],10241801,2018,9
师尊作死日常,30332844,2018,2
试探性接触,16114876,2018,6
[猎人]灵魂链接,17952600,2018,9
（我的英雄学院）我的学生总向我告白,3852176,2018,4
丧尸当自强,16735669,2018,1
二次命运,19030326,2018,4
无限之生存试炼,17135590,2018,3
[主海贼王]睡个觉有这么难吗？,19599436,2018,6
与佛系圣僧的恋爱日常,16753655,2018,11
今晚去你家补课,20490310,2018,4
投明,26986490,2018,6
［我的英雄学院］不想当反派的死柄木弔,4425494,2018,9
女学霸的位面店铺,19972102,2018,8
牧少爷今天怂了吗?,14991832,2018,4
我们驱魔师和谐又积极,14070794,2018,8
庄主他爱养花,17260110,2018,9
西秦旧事,35140728,2018,7
听说长公主要篡位,12335617,2018,12
明帝,27665540,2018,9
开门，冥界送温暖,19923678,2018,7
我直男，求放过,16175682,2018,6
香花街144号,22019490,2018,3
同人文里灾难多,19386440,2018,9
天行九歌之天赐福泽,20215726,2018,10
魔尊辞职种田去,16851070,2018,10
白月光守活寡的六年,15569104,2018,12
[香蜜]飞霜满天,10052033,2018,9
名侦探柯南TroubleMaker,7552886,2018,11
他貌似情深,13059278,2018,9
当影卫成了太子,14411648,2018,7
忠犬驸马又脸红了,16860938,2018,11
机械[西幻],29298512,2018,6
封神之路[娱乐圈],11692179,2018,8
[足球]枪手风云,29130982,2018,10
天煞孤星的桃花们,16645358,2018,5
刺客尊主,22428714,2018,7
星际歌基,17041656,2018,3
献给世界的花[竞技],35573728,2018,7
祖宗是世外高人,18861952,2018,9
吃人嘴软,16126308,2018,1
傀儡师,17230310,2018,2
在我穿越的第一百年,19776296,2018,3
玄学大师爱种田,15422067,2018,11
鱼龙幻,31397708,2018,5
女痞子魂穿成男暴君怎么破,20434626,2018,12
男主他拒绝出剑,32388760,2018,5
来拍鬼片吧[快穿],14680573,2018,7
唐人街探案之完美犯罪,5333335,2018,2
[刀剑乱舞]今天的大佬切国广找回审神者了吗,3818537,2018,7
[偶像练习生]一期一会,5420752,2018,7
（火影）老子一定要弄死你！,8727818,2018,4
我救的人全死了,23116960,2018,4
换七个身体撩你,49670744,2018,7
属于他的冰上赛场[竞技],18166880,2018,3
结案,14523239,2018,12
禁止曝光［娱乐圈］,17720424,2018,5
我的老婆是厨神,21721762,2018,12
我伴侣他情商感人[星际],14858017,2018,5
殿下的追妻攻略,22667668,2018,6
斯莱特林的遗产,11545739,2018,9
众筹系统送男神,16920738,2018,4
将军对朕不怀好意,18947672,2018,8
［延禧攻略］魏璎珞的白月光,7595438,2018,8
醒来后我风靡了全星际,12546453,2018,12
我英忍者也想当英雄,5043856,2018,8
我当仙这么多年,13726202,2018,6
小怪物的家养巨龙,13320790,2018,5
古代奋斗史,17550192,2018,2
盲雀,24216492,2018,12
花样滑冰冰之梦,27878960,2018,7
[综英美]老兵也要谈恋爱,13545953,2018,8
[黑篮/齐灾]幼驯染的灾难,4595046,2018,7
口蜜腹剑,12676093,2018,5
综［主凹凸世界］我是嘉德罗斯,4859807,2018,1
[凹凸世界]友谊的小船说翻就翻,5489746,2018,2
［哦，我的皇帝陛下］薇薇一笑，墨染河山,3498946,2018,5
仙君要我做他道侣Ⅰ,16772755,2018,6
（综英美）撸娃使人上瘾,3959896,2018,2
[综英美]妄想攻略,5088652,2018,11
把影帝拖进恐怖游戏怎么破,6386029,2018,4
寒雪作花,6706317,2018,7
师尊觉得我很强,13755161,2018,11
延禧攻略容璎(gl),9043518,2018,8
龙凤呈祥[修真],16971436,2018,2
热恋女友是恶灵gl,13461388,2018,11
「综」弧光,6065369,2018,9
莫名变成白月光后,24511762,2018,8
偶像练习生之相互作用力,3113821,2018,4
[镇魂]珍爱生命，远离传销,2714379,2018,7
天下弟控都狗带[快穿],15008517,2018,11
斗罗之涅槃重生,8141170,2018,4
别伪装了，你一定喜欢我,19520548,2018,5
丞相攻略计划,16017693,2018,2
饭错男神的“下场”,20030242,2018,1
我嗑了我家攻的CP粮,13673105,2018,12
[阴阳师+剑三]我住在大江山,3726075,2018,11
不当影帝行吗？,15883587,2018,5
魔王大人在你背后,32184488,2018,7
那个被弄脏校服的少年,3149914,2018,12
穿回现代当神龙,15147732,2018,11
[足球]荣光加冕,21889344,2018,7
祖师爷你有点甜,14925154,2018,12
遮天之鸿,19757698,2018,5
非凡关系,21511204,2018,8
[主我英]职业英雄兔子眼,4955243,2018,12
镜像世界(我英),4920324,2018,4
相逢在王者峡谷,12832731,2018,1
（唐人街探案）请好好说话,2695099,2018,2
卓哥说他要好好学习,45091060,2018,9
学霸喊我谈恋爱,12641406,2018,6
仙君别撩，要弯了,17718086,2018,11
病娇男神了解一下(星际),15421857,2018,5
（修真）放开那个反派boss,11552830,2018,9
雪线之上,12826476,2018,5
穿成邪总的出轨妻[穿书],12604075,2018,9
这不是我要的仙界,43275608,2018,10
桓北有归客,17765846,2018,4
[我英]美丽强大但易碎,8849087,2018,10
灯火怎阑珊,20150842,2018,8
牛舔卷毛与五哥二三事,25051552,2018,1
快穿之向死而生,12773475,2018,8
[文豪野犬]一春之记,8135763,2018,3
我爹是嬴政,11457897,2018,8
[刀剑乱舞]爱乐之沼,4349693,2018,7
战神她美苏还话唠[星际],13934117,2018,10
九月一日以后,11488966,2018,12
神眷gl,11026077,2018,5
啊，我的心上狗,21676604,2018,3
篡位登基之后,16583044,2018,1
再喜欢我也得死[快穿],11655578,2018,5
皇后又篡位失败了,23078410,2018,12
叕葬,16143632,2018,3
男神他不想死[快穿],13756271,2018,3
造王术,10666814,2018,6
疯狂安利员[快穿],14442042,2018,8
有龙则灵,14002460,2018,1
我的师弟是把剑,17097200,2018,12
分寸,46990612,2018,7
特殊失踪专案组,23569384,2018,5
尚书大人，请赐教,17296664,2018,8
拳手,21824818,2018,2
陛下以美镇国,13112034,2018,12
魔道祖师＋剑三在下是纯阳弟子,2726816,2018,8
我只是想混口饭吃[穿书],16365584,2018,11
撒旦杂货店,12348343,2018,10
非攻[娱乐圈],16783870,2018,4
废宅的真香罗曼史,23565980,2018,7
为了柳小姐的恩宠,14412556,2018,5
[综]小兔崽子快放开你们的妈妈/奶奶/祖奶奶！,4595693,2018,5
创业板,14042157,2018,11
你户口本带了吗,21919234,2018,1
暗黑本丸二三事,4197426,2018,3
［杰佣］铁爪,2984827,2018,4
渡你成善,14682697,2018,1
圈养（女尊）,12897653,2018,4
待业的影帝奶对象,13392941,2018,6
[火影]论开了挂的人生,10267873,2018,6
【斗破苍穹】强制爱,4268445,2018,1
香蜜之金风玉露,5042726,2018,9
尬撩不成反被哔［重生］,12193503,2018,9
情敌他是我伴侣[娱乐圈],13618454,2018,11
星光相向,21019190,2018,2
美利坚女道士,11046695,2018,7
魔尊重生以后,13749236,2018,4
[综武侠+剑三]当游戏失控之后,7527587,2018,10
易弯品，禁撩gl,14555860,2018,10
一树杨花共白首,17162520,2018,9
魔道祖师穿越斗罗大陆,2571799,2018,8
我的权臣小娘娘,19904662,2018,12
堕神是个演技派（重生）,16397664,2018,6
我的废柴大小姐,14717398,2018,12
我只对你不精分[快穿],20238132,2018,2
和暗恋对象拼演技,15609551,2018,5
念稚,23061880,2018,9
（西幻）魔女的致歉信,19136972,2018,11
我的老攻失忆了[快穿],18174364,2018,2
「我英」经营科的不行吗,4415250,2018,6
影后是我老板,10913750,2018,2
这个元帅本宫的,6720204,2018,10
失忆之后男友找上门,13217497,2018,5
荨荨善诱,15562485,2018,3
楼台赋,22666900,2018,10
拽掉学弟第二颗钮扣之后,16168950,2018,9
穿上白袍,14328795,2018,3
魔道祖师同人－得之我幸,3006545,2018,1
拯救反派的日常（系统）,16623004,2018,8
我这么可爱,11968850,2018,2
末世之天灾,18714094,2018,11
[综英美]百年,8176544,2018,4
水千丞同人文 之188渣攻男团VS189护妻男团,2471419,2018,7
[综]太宰先生今天也想自杀,3388355,2018,11
仙君宠夫手册（重生）,17865276,2018,7
同学，探讨人生么？,11116455,2018,9
[综+剑三]末世长歌,12672508,2018,3
人间放纵[综],15182711,2018,3
我在网上拐对象,11899898,2018,3
缩小咒了解一下,14128206,2018,10
[综英美]网络追踪,8185413,2018,2
我有后台我怕谁,11920540,2018,1
魔君她前任是病娇,14728957,2018,10
